Tournament,Stage,Match Type,Match Name,Team,Action,Map,Year
Valorant Champions 2023,Group Stage,Decider (C),Bilibili Gaming vs NRG Esports,NRG Esports,pick,Bind,2023
Valorant Champions 2023,Group Stage,Decider (C),Bilibili Gaming vs NRG Esports,Bilibili Gaming,pick,Ascent,2023
Valorant Champions 2023,Group Stage,Decider (C),Bilibili Gaming vs NRG Esports,NRG Esports,ban,Pearl,2023
Valorant Champions 2023,Group Stage,Decider (C),Bilibili Gaming vs NRG Esports,Bilibili Gaming,ban,Fracture,2023
Valorant Champions 2023,Playoffs,Upper Quarterfinals,FNATIC vs LOUD,LOUD,ban,Fracture,2023
Valorant Champions 2023,Playoffs,Upper Quarterfinals,FNATIC vs LOUD,FNATIC,ban,Pearl,2023
Valorant Champions 2023,Playoffs,Upper Quarterfinals,FNATIC vs LOUD,LOUD,pick,Ascent,2023
Valorant Champions 2023,Playoffs,Upper Quarterfinals,FNATIC vs LOUD,FNATIC,pick,Lotus,2023
Valorant Champions 2023,Playoffs,Upper Quarterfinals,FNATIC vs LOUD,LOUD,ban,Bind,2023
Valorant Champions 2023,Playoffs,Upper Quarterfinals,FNATIC vs LOUD,FNATIC,ban,Haven,2023
Valorant Champions 2023,Playoffs,Upper Quarterfinals,Paper Rex vs FUT Esports,FUT Esports,ban,Fracture,2023
Valorant Champions 2023,Playoffs,Upper Quarterfinals,Paper Rex vs FUT Esports,Paper Rex,ban,Haven,2023
Valorant Champions 2023,Playoffs,Upper Quarterfinals,Paper Rex vs FUT Esports,FUT Esports,pick,Ascent,2023
Valorant Champions 2023,Playoffs,Upper Quarterfinals,Paper Rex vs FUT Esports,Paper Rex,pick,Pearl,2023
Valorant Champions 2023,Playoffs,Upper Quarterfinals,Paper Rex vs FUT Esports,FUT Esports,ban,Bind,2023
Valorant Champions 2023,Playoffs,Upper Quarterfinals,Paper Rex vs FUT Esports,Paper Rex,ban,Lotus,2023
Valorant Champions 2023,Playoffs,Upper Quarterfinals,DRX vs Bilibili Gaming,Bilibili Gaming,ban,Fracture,2023
Valorant Champions 2023,Playoffs,Upper Quarterfinals,DRX vs Bilibili Gaming,DRX,ban,Bind,2023
Valorant Champions 2023,Playoffs,Upper Quarterfinals,DRX vs Bilibili Gaming,Bilibili Gaming,pick,Lotus,2023
Valorant Champions 2023,Playoffs,Upper Quarterfinals,DRX vs Bilibili Gaming,DRX,pick,Haven,2023
Valorant Champions 2023,Playoffs,Upper Quarterfinals,DRX vs Bilibili Gaming,Bilibili Gaming,ban,Split,2023
Valorant Champions 2023,Playoffs,Upper Quarterfinals,DRX vs Bilibili Gaming,DRX,ban,Ascent,2023
Valorant Champions 2023,Playoffs,Upper Quarterfinals,Evil Geniuses vs EDward Gaming,EDward Gaming,ban,Fracture,2023
Valorant Champions 2023,Playoffs,Upper Quarterfinals,Evil Geniuses vs EDward Gaming,Evil Geniuses,ban,Haven,2023
Valorant Champions 2023,Playoffs,Upper Quarterfinals,Evil Geniuses vs EDward Gaming,EDward Gaming,pick,Split,2023
Valorant Champions 2023,Playoffs,Upper Quarterfinals,Evil Geniuses vs EDward Gaming,Evil Geniuses,pick,Ascent,2023
Valorant Champions 2023,Playoffs,Upper Quarterfinals,Evil Geniuses vs EDward Gaming,EDward Gaming,ban,Lotus,2023
Valorant Champions 2023,Playoffs,Upper Quarterfinals,Evil Geniuses vs EDward Gaming,Evil Geniuses,ban,Bind,2023
Valorant Champions 2023,Playoffs,Lower Round 1,FNATIC vs FUT Esports,FNATIC,ban,Pearl,2023
Valorant Champions 2023,Playoffs,Lower Round 1,FNATIC vs FUT Esports,FUT Esports,ban,Fracture,2023
Valorant Champions 2023,Playoffs,Lower Round 1,FNATIC vs FUT Esports,FNATIC,pick,Split,2023
Valorant Champions 2023,Playoffs,Lower Round 1,FNATIC vs FUT Esports,FUT Esports,pick,Haven,2023
Valorant Champions 2023,Playoffs,Lower Round 1,FNATIC vs FUT Esports,FNATIC,ban,Ascent,2023
Valorant Champions 2023,Playoffs,Lower Round 1,FNATIC vs FUT Esports,FUT Esports,ban,Lotus,2023
Valorant Champions 2023,Playoffs,Lower Round 1,Bilibili Gaming vs EDward Gaming,Bilibili Gaming,ban,Fracture,2023
